id,map_address,lat,lng
354,서울시 관악구 청룡1길 ,37.4811061,126.9476075
355,서울시 관악구 난우길 ,37.4760161,126.917619
356,서울시 관악구 남부순환로 1749,37.4846943,126.9382583
357,서울시 관악구 봉천로 441,37.482511,126.9492377
375,서울시 관악구 호암로22길 69,37.4687475,126.9351718
358,서울시 관악구 은천로 ,37.4862877,126.9366782
359,서울시 관악구 양산길 ,37.4741056,126.9334851
360,서울시 관악구 신림로 330,37.48377515,126.9301443
361,서울시 관악구 구암길 25,37.4913005,126.9472747
362,서울시 관악구 낙성대로15길 66,37.4683419,126.9592112
363,서울시 관악구 중앙길 7,37.4833903,126.9542994
364,서울시 관악구 난곡로 83,37.4813526,126.9145868
365,서울시 관악구 조원중앙로 ,37.4798807,126.9039511
366,서울시 관악구 남부순환로 1648,37.4846943,126.9382583
367,서울시 관악구 남부순환로230길 18,37.4777259,126.9552387
368,서울시 관악구 봉천로 ,37.482511,126.9492377
369,서울시 관악구 대학5길 ,37.4692714,126.9397579
370,서울시 관악구 인헌길 ,37.4755604,126.9671785
371,서울시 관악구 신림로23길 29,37.4700631,126.9348392
372,서울시 관악구 남부순환로172길 ,37.4826102,126.9225555
373,서울시 관악구 남부순환로226길 ,37.4797659,126.953642
374,서울시 관악구 남부순환로226길 36,37.4797659,126.953642
386,서울시 관악구 난곡로 ,37.4813526,126.9145868
563,서울시 관악구 남부순환로181길 25-10,37.4854769,126.9307875
376,서울시 관악구 봉천로23길 7,37.4881694,126.9360474
377,서울시 관악구 관악로24길 14,37.4855237,126.9572296
378,서울시 관악구 봉천로 ,37.482511,126.9492377
380,서울시 관악구 신림로64길 ,37.4852402,126.9323852
381,서울시 관악구 신림로26길 ,37.4722843,126.9344196
382,서울시 관악구 봉천로 ,37.482511,126.9492377
383,서울시 관악구 관악로 204,37.4852396,126.9558549
384,서울시 관악구 신림동7길 ,37.485668,126.926492
385,서울시 관악구 신림로18가길 ,37.4721256,126.9347929
387,서울시 관악구 남부순환로 1679,37.4846943,126.9382583
388,서울시 관악구 남부순환로256나길 ,37.4728193,126.9730576
389,서울시 관악구 남부순환로 1597-11,37.4846943,126.9382583
390,서울시 관악구 신림로64길 72,37.4852402,126.9323852
391,서울시 관악구 남부순환로248길 ,37.4740189,126.9656683
392,서울시 관악구 신림동길 ,37.4873064,126.9274158
393,서울시 관악구 남부순환로226길 23-35,37.4797659,126.953642
394,서울시 관악구 대학길 ,37.4672276,126.9375648
395,서울시 관악구 남부순환로 1552,37.4846943,126.9382583
396,서울시 관악구 난곡로 ,37.4813526,126.9145868
397,서울시 관악구 중앙1가길 10,37.4831896,126.9531967
398,서울시 관악구 낙성대로 ,37.4761971,126.958997
399,서울시 관악구 대학길 52,37.4672276,126.9375648
400,서울시 관악구 남부순환로176길 10,37.483898,126.9281293
401,서울시 관악구 남부순환로226길 9,37.4797659,126.953642
402,서울시 관악구 인헌길 71,37.4723652,126.9668605
